Correlation_Pair;Correlation_Value;Absolute_Correlation
asymetrie_volume <-> bullish_imnbScore_score;-0.3930;0.3930
VolBlw_vol_ratio <-> bullish_absorption_ratio;0.3728;0.3728
asymetrie_volume <-> bullish_bid_ratio;0.3522;0.3522
asymetrie_volume <-> bearish_ask_abs_ratio_abv;-0.3200;0.3200
asymetrie_volume <-> bearish_ask_ratio;-0.3151;0.3151
asymetrie_volume <-> bear_imbalance_low_2;0.3102;0.3102
VolBlw_vol_ratio <-> bullish_repeatAskBid_ratio;0.2950;0.2950
asymetrie_volume <-> bullish_abs_diff_blw;-0.2894;0.2894
VolBlw_vol_ratio <-> bearish_absorption_intensity_repeat_count;0.2758;0.2758
asymetrie_volume <-> imbalance_score_low;-0.2736;0.2736
asymetrie_volume <-> bearish_bid_score;0.2727;0.2727
VolBlw_vol_ratio <-> absorption_intensity_repeat_bearish_vol;0.2720;0.2720
asymetrie_volume <-> bearish_abs_diff_abv;-0.2720;0.2720
asymetrie_volume <-> bull_imbalance_low_3;-0.2638;0.2638
VolCandleMeanxRatio <-> bullish_imnbScore_score;0.2542;0.2542
asymetrie_volume <-> bearish_bid_ratio;0.2410;0.2410
asymetrie_volume <-> bearish_imnbScore_score;0.2325;0.2325
asymetrie_volume <-> bear_imbalance_low_0;0.2178;0.2178
VolCandleMeanxRatio <-> bearish_ask_abs_ratio_abv;0.2084;0.2084
VolCandleMeanxRatio <-> imbalance_score_low;0.2061;0.2061
VolCandleMeanxRatio <-> bear_imbalance_low_2;-0.2050;0.2050
asymetrie_volume <-> bearish_bid_abs_ratio_abv;0.1812;0.1812
VolCandleMeanxRatio <-> bear_imbalance_low_0;-0.1801;0.1801
VolBlw_vol_ratio <-> bearish_extrem_dsc_ratio_extrem;-0.1785;0.1785
VolBlw_vol_ratio <-> bearish_absorption_ratio;-0.1712;0.1712
VolCandleMeanxRatio <-> bearish_askBigStand_abs_ratio_abv;0.1699;0.1699
VolCandleMeanxRatio <-> bearish_askBigHigh_abs_ratio_abv_special;-0.1651;0.1651
VolCandleMeanxRatio <-> bullish_ask_abs_ratio_blw;0.1617;0.1617
VolCandleMeanxRatio <-> bearish_abs_diff_abv;0.1616;0.1616
VolCandleMeanxRatio <-> bull_imbalance_low_3;0.1614;0.1614
asymetrie_volume <-> bear_imbalance_low_1;0.1574;0.1574
VolBlw_vol_ratio <-> extrem_zone_significance_bearish_extrem;-0.1562;0.1562
asymetrie_volume <-> bull_imbalance_low_1;-0.1417;0.1417
VolCandleMeanxRatio <-> bearish_bidBigStand_abs_ratio_abv;0.1409;0.1409
VolCandleMeanxRatio <-> bearish_bidBigHigh_abs_ratio_abv_special;-0.1369;0.1369
asymetrie_volume <-> bull_imbalance_low_2;-0.1364;0.1364
VolBlw_vol_ratio <-> extrem_ask_bid_imbalance_bearish_extrem;0.1307;0.1307
VolCandleMeanxRatio <-> bull_imbalance_low_1;0.1296;0.1296
VolCandleMeanxRatio <-> bear_imbalance_low_1;-0.1222;0.1222
VolCandleMeanxRatio <-> bearish_askBigHigh_abs_ratio_abv;0.1216;0.1216
VolCandleMeanxRatio <-> bear_imbalance_high_3;-0.1209;0.1209
VolCandleMeanxRatio <-> bullish_bidBigStand_abs_ratio_blw;0.1195;0.1195
asymetrie_volume <-> bear_imbalance_high_3;0.1124;0.1124
VolBlw_vol_ratio <-> bearish_repeatAskBid_ratio;0.1093;0.1093
VolBlw_vol_ratio <-> bullish_market_context_score;0.1092;0.1092
asymetrie_volume <-> bullish_bid_score;-0.1032;0.1032
VolCandleMeanxRatio <-> bull_imbalance_low_2;0.1008;0.1008
asymetrie_volume <-> bullish_bidBigStand_abs_ratio_blw;-0.0951;0.0951
VolCandleMeanxRatio <-> bearish_bid_abs_ratio_abv;-0.0884;0.0884
VolCandleMeanxRatio <-> bullish_bidBigHigh_abs_ratio_blw;0.0789;0.0789
VolBlw_vol_ratio <-> extrem_asc_dsc_comparison_bearish_extrem;0.0779;0.0779
VolBlw_vol_ratio <-> bullish_absorption_intensity_repeat_count;-0.0758;0.0758
VolBlw_vol_ratio <-> absorption_intensity_repeat_bullish_vol;-0.0746;0.0746
VolBlw_vol_ratio <-> bearish_absorption_intensity_repeat_count_special;-0.0678;0.0678
asymetrie_volume <-> bull_imbalance_high_2;-0.0644;0.0644
asymetrie_volume <-> bullish_bid_abs_ratio_blw;0.0635;0.0635
asymetrie_volume <-> finished_auction_high;-0.0630;0.0630
VolCandleMeanxRatio <-> bullish_bid_score;-0.0628;0.0628
asymetrie_volume <-> bearish_askBigStand_abs_ratio_abv_special;0.0617;0.0617
VolBlw_vol_ratio <-> extrem_ask_bid_imbalance_bearish_special_extrem;-0.0566;0.0566
VolBlw_vol_ratio <-> bullish_volume_ratio_6Tick;nan;nan
VolBlw_vol_ratio <-> bullish_relatif_ratio_6Tick;nan;nan
asymetrie_volume <-> bearish_askBigStand_abs_ratio_abv;-0.0515;0.0515
asymetrie_volume <-> bullish_bidBigHigh_abs_ratio_blw;-0.0514;0.0514
asymetrie_volume <-> bearish_askBigHigh_abs_ratio_abv_special;0.0494;0.0494
asymetrie_volume <-> bear_imbalance_high_2;0.0469;0.0469
VolCandleMeanxRatio <-> bullish_bigStand_abs_diff_blw;-0.0433;0.0433
VolBlw_vol_ratio <-> bearish_combined_pressure;-0.0421;0.0421
asymetrie_volume <-> bearish_bigStand_abs_diff_abv;-0.0418;0.0418
VolBlw_vol_ratio <-> bullish_combined_pressure;0.0406;0.0406
asymetrie_volume <-> bearish_bidBigStand_abs_ratio_abv_special;0.0381;0.0381
asymetrie_volume <-> bearish_askBigHigh_abs_ratio_abv;-0.0337;0.0337
asymetrie_volume <-> bearish_bidBigStand_abs_ratio_abv;-0.0332;0.0332
asymetrie_volume <-> bearish_bidBigHigh_abs_ratio_abv_special;0.0322;0.0322
asymetrie_volume <-> bullish_askBigHigh_abs_ratio_blw;-0.0320;0.0320
VolBlw_vol_ratio <-> bearish_relatifDelta_ratio_6Tick;-0.0297;0.0297
VolBlw_vol_ratio <-> bullish_relatifDelta_ratio_6Tick;nan;nan
VolBlw_vol_ratio <-> bullish_buyer_pressure_6Tick;nan;nan
VolBlw_vol_ratio <-> bullish_seller_pressure_6Tick;nan;nan
VolBlw_vol_ratio <-> bearish_absorption_6Tick_special;-0.7347;0.7347
VolBlw_vol_ratio <-> bearish_volume_ratio_6Tick;0.6094;0.6094
VolBlw_vol_ratio <-> bearish_buyer_pressure_6Tick;-0.0447;0.0447
VolBlw_vol_ratio <-> bearish_relatif_ratio_6Tick;-0.0238;0.0238
asymetrie_volume <-> bearish_bidBigHigh_abs_ratio_abv;-0.0226;0.0226
asymetrie_volume <-> imbalance_score_high;0.0214;0.0214
asymetrie_volume <-> bearish_bigHigh_abs_diff_abv;-0.0195;0.0195
asymetrie_volume <-> bullish_askBigStand_abs_ratio_blw;-0.0186;0.0186
asymetrie_volume <-> bull_imbalance_high_1;-0.0184;0.0184
asymetrie_volume <-> bullish_bigStand_abs_diff_blw;0.0183;0.0183
VolBlw_vol_ratio <-> bearish_big_trade_ratio2_special_extrem;-0.0175;0.0175
asymetrie_volume <-> finished_auction_low;-0.0166;0.0166
asymetrie_volume <-> bull_imbalance_high_0;0.0141;0.0141
asymetrie_volume <-> bullish_bigHigh_abs_diff_blw;0.0114;0.0114
VolBlw_vol_ratio <-> bearish_seller_pressure_6Tick;0.0110;0.0110
VolBlw_vol_ratio <-> naked_poc_dist_above;0.0103;0.0103
VolBlw_vol_ratio <-> bearish_absorption_ratio_special;-0.0095;0.0095
asymetrie_volume <-> bearish_extrem_revIntensity_ratio_extrem;0.0092;0.0092
asymetrie_volume <-> bearish_ask_score;0.0060;0.0060
asymetrie_volume <-> bear_imbalance_high_1;0.0060;0.0060
VolBlw_vol_ratio <-> bearish_big_trade_ratio2_extrem;-0.0058;0.0058
VolBlw_vol_ratio <-> bullish_absorption_6Tick;nan;nan
VolBlw_vol_ratio <-> bullish_absorption_6Tick_special;nan;nan
VolBlw_vol_ratio <-> bullish_repeat_ticks_ratio_6Tick;nan;nan
VolBlw_vol_ratio <-> bearish_price_dynamics_comparison_6Tick_special;-0.7222;0.7222
VolBlw_vol_ratio <-> bearish_absorption_6Tick;-0.0238;0.0238
VolBlw_vol_ratio <-> bullish_price_dynamics_comparison_6Tick;nan;nan
VolBlw_vol_ratio <-> bullish_price_dynamics_comparison_6Tick_special;nan;nan
VolBlw_vol_ratio <-> bullish_activity_ask_bid_ratio_6Tick;nan;nan
VolBlw_vol_ratio <-> bullish_repeat_ticks_imbalance_6Tick;nan;nan
VolBlw_vol_ratio <-> bullish_ticks_imbalance_6Tick;nan;nan
VolBlw_vol_ratio <-> vol_volatility_score;0.4499;0.4499
VolBlw_vol_ratio <-> bearish_absorption_score;0.4138;0.4138
VolBlw_vol_ratio <-> bearish_market_context_score;-0.2606;0.2606
VolBlw_vol_ratio <-> bullish_absorption_score;0.1955;0.1955
VolBlw_vol_ratio <-> price_volume_dynamic;0.0528;0.0528
VolBlw_vol_ratio <-> bearish_repeat_ticks_ratio_6Tick;-0.0314;0.0314
VolBlw_vol_ratio <-> bearish_price_dynamics_comparison_6Tick;-0.0065;0.0065
VolBlw_vol_ratio <-> bearish_activity_bid_ask_ratio_6Tick;0.0059;0.0059
VolBlw_vol_ratio <-> bearish_ticks_imbalance_6Tick;-0.0038;0.0038
VolBlw_vol_ratio <-> bearish_repeat_ticks_imbalance_6Tick;-0.0022;0.0022
asymetrie_volume <-> bullish_extrem_revIntensity_ratio_extrem;nan;nan
asymetrie_volume <-> bearish_extrem_zone_volume_ratio_extrem;0.2393;0.2393
asymetrie_volume <-> bullish_extrem_zone_volume_ratio_extrem;nan;nan
asymetrie_volume <-> bullish_extrem_pressure_ratio_extrem;nan;nan
asymetrie_volume <-> bullish_extrem_pressure_ratio_special_extrem;nan;nan
asymetrie_volume <-> bullish_extrem_abs_ratio_extrem;nan;nan
asymetrie_volume <-> bullish_extrem_abs_ratio_special_extrem;nan;nan
asymetrie_volume <-> bearish_extrem_vs_rest_activity_special_extrem;nan;nan
asymetrie_volume <-> bullish_extrem_vs_rest_activity_extrem;nan;nan
asymetrie_volume <-> bullish_extrem_vs_rest_activity_special_extrem;0.6621;0.6621
asymetrie_volume <-> bullish_continuation_vs_reversal_extrem;nan;nan
asymetrie_volume <-> bullish_continuation_vs_reversal_special_extrem;nan;nan
asymetrie_volume <-> bullish_repeat_ticks_ratio_extrem;nan;nan
asymetrie_volume <-> bullish_repeat_ticks_ratio_special_extrem;nan;nan
asymetrie_volume <-> bullish_big_trade_ratio_extrem;nan;nan
asymetrie_volume <-> bullish_big_trade_ratio_special_extrem;nan;nan
asymetrie_volume <-> bullish_big_trade_imbalance_extrem;nan;nan
asymetrie_volume <-> bullish_big_trade_imbalance_special_extrem;nan;nan
asymetrie_volume <-> bullish_asc_dsc_ratio_special;0.7721;0.7721
asymetrie_volume <-> bullish_asc_dynamics;-0.6316;0.6316
asymetrie_volume <-> bullish_asc_ask_bid_imbalance;-0.6311;0.6311
asymetrie_volume <-> bullish_imbalance_evolution;-0.6181;0.6181
asymetrie_volume <-> bullish_dsc_dynamics;0.4960;0.4960
asymetrie_volume <-> bullish_dsc_ask_bid_imbalance;0.4960;0.4960
asymetrie_volume <-> bullish_asc_ask_bid_delta_imbalance;-0.3854;0.3854
asymetrie_volume <-> bullish_asc_dsc_ratio;-0.3758;0.3758
asymetrie_volume <-> bearish_imbalance_evolution;-0.3603;0.3603
asymetrie_volume <-> bearish_asc_dynamics;-0.3578;0.3578
asymetrie_volume <-> bearish_asc_ask_bid_imbalance;-0.3578;0.3578
asymetrie_volume <-> bearish_dsc_ask_bid_imbalance;0.3148;0.3148
asymetrie_volume <-> bearish_dsc_dynamics;0.3145;0.3145
asymetrie_volume <-> bearish_asc_ask_bid_delta_imbalance;-0.2636;0.2636
asymetrie_volume <-> bullish_dsc_ask_bid_delta_imbalance;-0.2570;0.2570
asymetrie_volume <-> bearish_asc_dsc_ratio;-0.2556;0.2556
asymetrie_volume <-> bearish_extrem_vs_rest_activity_extrem;0.2322;0.2322
asymetrie_volume <-> bearish_extrem_dsc_ratio_extrem;0.1771;0.1771
asymetrie_volume <-> bearish_dsc_ask_bid_delta_imbalance;-0.1640;0.1640
asymetrie_volume <-> bearish_asc_dsc_ratio_special;0.1635;0.1635
asymetrie_volume <-> extrem_zone_significance_bearish_extrem;0.1582;0.1582
asymetrie_volume <-> extrem_ask_bid_imbalance_bearish_extrem;-0.1281;0.1281
asymetrie_volume <-> bearish_extrem_pressure_ratio_extrem;0.1178;0.1178
asymetrie_volume <-> bearish_continuation_vs_reversal_extrem;-0.1166;0.1166
asymetrie_volume <-> bearish_extrem_abs_ratio_special_extrem;0.0838;0.0838
asymetrie_volume <-> bearish_continuation_vs_reversal_special_extrem;0.0838;0.0838
asymetrie_volume <-> extrem_asc_dsc_comparison_bearish_extrem;-0.0779;0.0779
asymetrie_volume <-> extrem_asc_ratio_bearish_extrem;0.0755;0.0755
asymetrie_volume <-> bearish_extrem_abs_ratio_extrem;-0.0726;0.0726
asymetrie_volume <-> bearish_repeat_ticks_ratio_special_extrem;0.0688;0.0688
asymetrie_volume <-> extrem_ask_bid_imbalance_bearish_special_extrem;0.0574;0.0574
asymetrie_volume <-> bearish_extrem_pressure_ratio_special_extrem;0.0232;0.0232
asymetrie_volume <-> bearish_big_trade_ratio_special_extrem;0.0195;0.0195
asymetrie_volume <-> bearish_big_trade_imbalance_special_extrem;0.0195;0.0195
asymetrie_volume <-> bearish_repeat_ticks_ratio_extrem;-0.0187;0.0187
asymetrie_volume <-> bearish_big_trade_imbalance_extrem;0.0131;0.0131
asymetrie_volume <-> bearish_big_trade_ratio_extrem;-0.0061;0.0061
asymetrie_volume <-> extrem_asc_ratio_bullish_extrem;nan;nan
asymetrie_volume <-> extrem_dsc_ratio_bullish_extrem;nan;nan
asymetrie_volume <-> extrem_zone_significance_bullish_extrem;nan;nan
asymetrie_volume <-> extrem_ask_bid_imbalance_bullish;nan;nan
asymetrie_volume <-> extrem_ask_bid_imbalance_bullish_special_extrem;nan;nan
asymetrie_volume <-> extrem_asc_dsc_comparison_bullish_extrem;nan;nan
asymetrie_volume <-> bearish_absorption_ratio;0.1714;0.1714
asymetrie_volume <-> bearish_absorption_ratio_special;0.0125;0.0125
asymetrie_volume <-> bullish_big_trade_ratio2_extrem;nan;nan
asymetrie_volume <-> bullish_big_trade_ratio2_extrem_special;nan;nan
asymetrie_volume <-> count_AbvBlw_asym_ratio;0.9894;0.9894
asymetrie_volume <-> count_blw_tot_ratio;-0.9894;0.9894
asymetrie_volume <-> count_abv_tot_ratio;0.9894;0.9894
asymetrie_volume <-> bullish_absorption_ratio_special;0.7721;0.7721
asymetrie_volume <-> bullish_absorption_intensity_repeat_count_special;0.6967;0.6967
asymetrie_volume <-> bearish_volume_ratio_6Tick;-0.6133;0.6133
asymetrie_volume <-> bullish_absorption_ratio;-0.3758;0.3758
asymetrie_volume <-> bullish_repeatAskBid_ratio;-0.3160;0.3160
asymetrie_volume <-> bearish_absorption_intensity_repeat_count;-0.2821;0.2821
asymetrie_volume <-> bullish_volume_ratio_6Tick;nan;nan
asymetrie_volume <-> bullish_relatif_ratio_6Tick;nan;nan
asymetrie_volume <-> bullish_relatifDelta_ratio_6Tick;nan;nan
asymetrie_volume <-> bullish_buyer_pressure_6Tick;nan;nan
asymetrie_volume <-> bullish_seller_pressure_6Tick;nan;nan
asymetrie_volume <-> bearish_absorption_6Tick_special;0.7362;0.7362
asymetrie_volume <-> absorption_intensity_repeat_bearish_vol;-0.2782;0.2782
asymetrie_volume <-> bullish_absorption_6Tick;nan;nan
asymetrie_volume <-> bullish_absorption_6Tick_special;nan;nan
asymetrie_volume <-> bullish_repeat_ticks_ratio_6Tick;nan;nan
asymetrie_volume <-> bearish_price_dynamics_comparison_6Tick_special;0.7239;0.7239
asymetrie_volume <-> bullish_price_dynamics_comparison_6Tick;nan;nan
asymetrie_volume <-> bullish_price_dynamics_comparison_6Tick_special;nan;nan
asymetrie_volume <-> bullish_activity_ask_bid_ratio_6Tick;nan;nan
asymetrie_volume <-> bullish_repeat_ticks_imbalance_6Tick;nan;nan
asymetrie_volume <-> bullish_ticks_imbalance_6Tick;nan;nan
asymetrie_volume <-> naked_poc_dist_below;-0.5388;0.5388
asymetrie_volume <-> vol_volatility_score;-0.4546;0.4546
asymetrie_volume <-> bearish_absorption_score;-0.4189;0.4189
VolCandleMeanxRatio <-> bearish_bid_score;-0.2758;0.2758
asymetrie_volume <-> bearish_market_context_score;0.2634;0.2634
VolCandleMeanxRatio <-> bullish_ask_score;0.2105;0.2105
VolCandleMeanxRatio <-> bearish_ask_ratio;0.2032;0.2032
asymetrie_volume <-> bullish_absorption_score;-0.2016;0.2016
VolCandleMeanxRatio <-> bearish_ask_score;-0.1770;0.1770
VolCandleMeanxRatio <-> bullish_ask_ratio;0.1579;0.1579
VolCandleMeanxRatio <-> bearish_bid_ratio;-0.1470;0.1470
VolCandleMeanxRatio <-> bearish_imnbScore_score;-0.1227;0.1227
asymetrie_volume <-> bearish_repeatAskBid_ratio;-0.1214;0.1214
VolCandleMeanxRatio <-> bullish_bid_ratio;-0.1166;0.1166
asymetrie_volume <-> bullish_market_context_score;-0.1094;0.1094
asymetrie_volume <-> bearish_absorption_intensity_repeat_count_special;0.0699;0.0699
asymetrie_volume <-> bullish_absorption_intensity_repeat_count;0.0692;0.0692
asymetrie_volume <-> absorption_intensity_repeat_bullish_vol;0.0648;0.0648
asymetrie_volume <-> price_volume_dynamic;-0.0534;0.0534
asymetrie_volume <-> bearish_combined_pressure;0.0427;0.0427
asymetrie_volume <-> bullish_combined_pressure;-0.0406;0.0406
asymetrie_volume <-> bearish_absorption_6Tick;0.0364;0.0364
asymetrie_volume <-> bearish_buyer_pressure_6Tick;0.0360;0.0360
asymetrie_volume <-> bearish_relatif_ratio_6Tick;0.0325;0.0325
asymetrie_volume <-> bearish_relatifDelta_ratio_6Tick;0.0307;0.0307
asymetrie_volume <-> bearish_seller_pressure_6Tick;-0.0283;0.0283
asymetrie_volume <-> bearish_big_trade_ratio2_special_extrem;0.0195;0.0195
asymetrie_volume <-> bearish_price_dynamics_comparison_6Tick;0.0193;0.0193
asymetrie_volume <-> bearish_repeat_ticks_ratio_6Tick;-0.0187;0.0187
asymetrie_volume <-> bearish_activity_bid_ask_ratio_6Tick;-0.0128;0.0128
asymetrie_volume <-> naked_poc_dist_above;-0.0098;0.0098
asymetrie_volume <-> bearish_big_trade_ratio2_extrem;0.0044;0.0044
asymetrie_volume <-> bearish_repeat_ticks_imbalance_6Tick;0.0043;0.0043
asymetrie_volume <-> bearish_ticks_imbalance_6Tick;0.0009;0.0009
VolCandleMeanxRatio <-> bullish_extrem_revIntensity_ratio_extrem;nan;nan
VolCandleMeanxRatio <-> bearish_extrem_zone_volume_ratio_extrem;-0.1095;0.1095
VolCandleMeanxRatio <-> bearish_bidBigHigh_abs_ratio_abv;0.1030;0.1030
VolCandleMeanxRatio <-> bullish_abs_diff_blw;0.0948;0.0948
VolCandleMeanxRatio <-> bull_imbalance_high_2;0.0603;0.0603
VolCandleMeanxRatio <-> bearish_askBigStand_abs_ratio_abv_special;-0.0596;0.0596
VolCandleMeanxRatio <-> bearish_bigStand_abs_diff_abv;0.0538;0.0538
VolCandleMeanxRatio <-> bearish_bidBigStand_abs_ratio_abv_special;-0.0515;0.0515
VolCandleMeanxRatio <-> bullish_askBigStand_abs_ratio_blw;0.0335;0.0335
VolCandleMeanxRatio <-> bullish_bigHigh_abs_diff_blw;-0.0327;0.0327
VolCandleMeanxRatio <-> bearish_extrem_revIntensity_ratio_extrem;0.0210;0.0210
VolCandleMeanxRatio <-> bullish_extrem_zone_volume_ratio_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_extrem_pressure_ratio_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_extrem_pressure_ratio_special_extrem;nan;nan
VolCandleMeanxRatio <-> bearish_extrem_abs_ratio_special_extrem;-0.0805;0.0805
VolCandleMeanxRatio <-> bullish_extrem_abs_ratio_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_extrem_abs_ratio_special_extrem;nan;nan
VolCandleMeanxRatio <-> bearish_extrem_vs_rest_activity_extrem;-0.1022;0.1022
VolCandleMeanxRatio <-> bearish_extrem_pressure_ratio_special_extrem;-0.0932;0.0932
VolCandleMeanxRatio <-> bearish_extrem_pressure_ratio_extrem;-0.0908;0.0908
VolCandleMeanxRatio <-> bearish_extrem_abs_ratio_extrem;0.0597;0.0597
VolCandleMeanxRatio <-> bear_imbalance_high_2;-0.0412;0.0412
VolCandleMeanxRatio <-> bullish_askBigHigh_abs_ratio_blw;0.0407;0.0407
VolCandleMeanxRatio <-> finished_auction_high;-0.0364;0.0364
VolCandleMeanxRatio <-> bearish_bigHigh_abs_diff_abv;0.0267;0.0267
VolCandleMeanxRatio <-> bull_imbalance_high_0;0.0162;0.0162
VolCandleMeanxRatio <-> bull_imbalance_high_1;-0.0138;0.0138
VolCandleMeanxRatio <-> bullish_bid_abs_ratio_blw;0.0118;0.0118
VolCandleMeanxRatio <-> bear_imbalance_high_1;-0.0109;0.0109
VolCandleMeanxRatio <-> finished_auction_low;0.0093;0.0093
VolCandleMeanxRatio <-> imbalance_score_high;-0.0043;0.0043
VolCandleMeanxRatio <-> bearish_extrem_vs_rest_activity_special_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_extrem_vs_rest_activity_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_extrem_vs_rest_activity_special_extrem;-0.4375;0.4375
VolCandleMeanxRatio <-> bearish_continuation_vs_reversal_extrem;0.0740;0.0740
VolCandleMeanxRatio <-> bullish_continuation_vs_reversal_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_continuation_vs_reversal_special_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_repeat_ticks_ratio_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_repeat_ticks_ratio_special_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_big_trade_ratio_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_big_trade_ratio_special_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_big_trade_imbalance_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_big_trade_imbalance_special_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_asc_dsc_ratio_special;-0.4833;0.4833
VolCandleMeanxRatio <-> bullish_asc_dynamics;0.3230;0.3230
VolCandleMeanxRatio <-> bullish_asc_ask_bid_imbalance;0.3229;0.3229
VolCandleMeanxRatio <-> extrem_asc_ratio_bullish_extrem;nan;nan
VolCandleMeanxRatio <-> extrem_dsc_ratio_bullish_extrem;nan;nan
VolCandleMeanxRatio <-> extrem_zone_significance_bullish_extrem;nan;nan
VolCandleMeanxRatio <-> extrem_ask_bid_imbalance_bullish;nan;nan
VolCandleMeanxRatio <-> extrem_ask_bid_imbalance_bullish_special_extrem;nan;nan
VolCandleMeanxRatio <-> extrem_asc_dsc_comparison_bullish_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_absorption_ratio_special;-0.4833;0.4833
VolCandleMeanxRatio <-> bullish_absorption_ratio;0.2710;0.2710
VolCandleMeanxRatio <-> bullish_dsc_dynamics;-0.2604;0.2604
VolCandleMeanxRatio <-> bullish_big_trade_ratio2_extrem;nan;nan
VolCandleMeanxRatio <-> bullish_big_trade_ratio2_extrem_special;nan;nan
bearish_ask_ratio <-> bearish_ask_abs_ratio_abv;0.9952;0.9952
VolCandleMeanxRatio <-> count_AbvBlw_asym_ratio;-0.5794;0.5794
VolCandleMeanxRatio <-> count_blw_tot_ratio;0.5794;0.5794
VolCandleMeanxRatio <-> count_abv_tot_ratio;-0.5794;0.5794
VolCandleMeanxRatio <-> bearish_volume_ratio_6Tick;0.3684;0.3684
VolCandleMeanxRatio <-> bullish_volume_ratio_6Tick;nan;nan
VolCandleMeanxRatio <-> bullish_relatif_ratio_6Tick;nan;nan
VolCandleMeanxRatio <-> bullish_relatifDelta_ratio_6Tick;nan;nan
VolCandleMeanxRatio <-> bullish_buyer_pressure_6Tick;nan;nan
VolCandleMeanxRatio <-> bullish_seller_pressure_6Tick;nan;nan
VolCandleMeanxRatio <-> bullish_absorption_6Tick;nan;nan
VolCandleMeanxRatio <-> bullish_absorption_6Tick_special;nan;nan
VolCandleMeanxRatio <-> bullish_repeat_ticks_ratio_6Tick;nan;nan
VolCandleMeanxRatio <-> bearish_price_dynamics_comparison_6Tick_special;-0.5108;0.5108
VolCandleMeanxRatio <-> bullish_price_dynamics_comparison_6Tick;nan;nan
VolCandleMeanxRatio <-> bullish_price_dynamics_comparison_6Tick_special;nan;nan
VolCandleMeanxRatio <-> bullish_activity_ask_bid_ratio_6Tick;nan;nan
VolCandleMeanxRatio <-> bullish_repeat_ticks_imbalance_6Tick;nan;nan
VolCandleMeanxRatio <-> bullish_ticks_imbalance_6Tick;nan;nan
bearish_ask_ratio <-> bearish_abs_diff_abv;0.9490;0.9490
bearish_ask_ratio <-> bearish_bid_ratio;-0.8929;0.8929
bearish_ask_ratio <-> bearish_bid_abs_ratio_abv;-0.7684;0.7684
bearish_ask_ratio <-> imbalance_score_high;-0.6497;0.6497
bearish_ask_ratio <-> bearish_extrem_revIntensity_ratio_extrem;0.6025;0.6025
bearish_ask_ratio <-> bearish_bid_score;-0.5756;0.5756
bearish_ask_ratio <-> bearish_bigStand_abs_diff_abv;0.4036;0.4036
bearish_ask_ratio <-> bullish_askBigStand_abs_ratio_blw_special;-0.3721;0.3721
bearish_ask_ratio <-> bullish_extrem_revIntensity_ratio_extrem;nan;nan
bearish_ask_ratio <-> bullish_extrem_zone_volume_ratio_extrem;nan;nan
bearish_ask_ratio <-> bearish_extrem_pressure_ratio_extrem;-0.5097;0.5097
bearish_ask_ratio <-> bullish_askBigHigh_abs_ratio_blw_special;-0.3721;0.3721
bearish_ask_ratio <-> bullish_bidBigStand_abs_ratio_blw_special;-0.3457;0.3457
bearish_ask_ratio <-> bullish_bidBigHigh_abs_ratio_blw_special;-0.3457;0.3457
bearish_ask_ratio <-> bearish_askBigStand_abs_ratio_abv;0.2756;0.2756
bearish_ask_ratio <-> bullish_extrem_pressure_ratio_extrem;nan;nan
bearish_ask_ratio <-> bullish_extrem_pressure_ratio_special_extrem;nan;nan
bearish_ask_ratio <-> bearish_extrem_abs_ratio_extrem;0.3629;0.3629
bearish_ask_ratio <-> bearish_bigHigh_abs_diff_abv;0.2461;0.2461
bearish_ask_ratio <-> bearish_bidBigStand_abs_ratio_abv;-0.1888;0.1888
bearish_ask_ratio <-> bearish_askBigHigh_abs_ratio_abv;0.1777;0.1777
bearish_ask_ratio <-> bearish_bidBigHigh_abs_ratio_abv;-0.1264;0.1264
bearish_ask_ratio <-> bearish_extrem_pressure_ratio_special_extrem;0.1151;0.1151
bearish_ask_ratio <-> bullish_bidBigHigh_abs_ratio_blw;-0.0153;0.0153
bearish_ask_ratio <-> bullish_bigHigh_abs_diff_blw;0.0120;0.0120
bearish_ask_ratio <-> bullish_extrem_abs_ratio_extrem;nan;nan
bearish_ask_ratio <-> bullish_extrem_abs_ratio_special_extrem;nan;nan
bearish_ask_ratio <-> bearish_extrem_vs_rest_activity_special_extrem;nan;nan
bearish_ask_ratio <-> bullish_extrem_vs_rest_activity_extrem;nan;nan
bearish_ask_ratio <-> bearish_continuation_vs_reversal_extrem;0.5591;0.5591
VolCandleMeanxRatio <-> bearish_absorption_6Tick_special;-0.5206;0.5206
VolCandleMeanxRatio <-> bearish_absorption_score;0.5021;0.5021
bearish_ask_ratio <-> imbalance_score_low;0.4931;0.4931
